# Downloaded from http://www.nature.com/nature/journal/v425/n6959/suppinfo/nature02046.html
# Ghaemmaghami et al. Nature 2003
#ORF	Observed Expression	Protein Molecules/Cell	Standard Deviation	CEC	Spurious
orf	method	abund	sd.abund	cec	spurious
YJR092W	Both	1604	NA	0.82	0
YJR093C	TAP	1310	1.25E+02	0.64	0
YJR094C	None	NA	NA	0.62	0
YJR094W-A	Both	45547	NA	0.46	0
YJR095W	None	NA	NA	0.64	0
YJR096W	Both	6964	NA	0.69	0
YJR097W	Both	2010	NA	0.46	0
YJR098C	Both	1226	NA	0.83	0
YJR099W	None	NA	NA	0.63	0
YJR100C	None	NA	NA	0.49	0
YJR101W	Both	2059	NA	0.47	0
YJR102C	None	NA	NA	0.47	0
YJR103W	Both	5370	NA	0.63	0
YJR104C	Both	519498	NA	0.57	0
YJR105W	Both	22173	NA	0.67	0
YJR106W	None	NA	NA	0.39	0
YJR107W	None	NA	NA	0.6	0
YJR108W	None	NA	NA	0.28	0
YJR109C	Both	18038	NA	0.89	0
YJR110W	Both	1084	NA	0.68	0
YJR111C	Both	1885	NA	0.53	0
YJR112W	Both	2072	NA	0.3	0
YJR113C	Both	1336	NA	0.35	0
YJR114W	None	NA	NA	0.17	1
YJR115W	None	NA	NA	0.07	1
YJR116W	Both	NA	NA	0.07	0
YJR117W	Both	19640	NA	0.58	0
YJR118C	Both	1155	NA	0.67	0
YJR119C	Both	290	NA	0.65	0
YJR120W	None	NA	NA	-0.16	1
YJR121W	Both	164249	NA	0.68	0
YJR122W	Both	2960	NA	0.71	0
YJR123W	None	NA	NA	0.64	0
YJR124C	None	NA	NA	0.47	0
YJR125C	None	NA	NA	0.82	0
YJR126C	TAP	112	NA	0.77	0
YJR127C	Both	NA	NA	0.63	0
YJR128W	None	NA	NA	-0.26	1
YJR129C	Both	1551	NA	0.48	0
YJR130C	Both	2072	NA	0.76	0
YJR131W	Both	8260	NA	0.62	0
YJR132W	Both	13524	NA	0.8	0
YJR133W	Both	721	NA	0.74	0
YJR134C	Both	300	NA	0.75	0
YJR135C	Both	1026	NA	0.54	0
YJR135W-A	None	NA	NA	0.37	0
YJR136C	Both	1472	NA	0.44	0
YJR137C	Both	2904	NA	0.89	0
YJR138W	Both	279	NA	0.82	0
YJR139C	Both	48916	NA	0.71	0
YJR140C	Both	922	NA	0.81	0
YJR141W	None	NA	NA	0.55	0
YJR142W	TAP	217	NA	0.68	0
YJR143C	Both	1268	NA	0.65	0
YJR144W	None	NA	NA	0.54	0
YJR145C	Both	573	NA	0.56	0
YJR146W	Both	952	NA	-0.02	0
YJR147W	Both	2047	NA	0.22	0
YJR148W	Both	25946	NA	0.7	0
YJR149W	Both	172	NA	0.67	0
YJR150C	None	NA	NA	0.49	0
YJR151C	None	NA	NA	0.24	0
YJR152W	None	NA	NA	0.66	0
YJR153W	None	NA	NA	0.42	0
YJR154W	Both	1604	NA	0.54	0
YJR155W	None	NA	NA	0.63	0
YJR156C	TAP	752	NA	0.67	0
YJR157W	None	NA	NA	0.07	1
YJR158W	None	NA	NA	0.57	0
YJR159W	None	NA	NA	0.62	0
YJR160C	None	NA	NA	0.59	0
YJR161C	Both	815	NA	0.4	0
YJR162C	None	NA	NA	-0.06	1
YKL001C	Both	2169	NA	0.69	0
YKL002W	GFP	NA	NA	0.65	0
YKL003C	GFP	NA	NA	0.43	0
YKL003W-A	None	NA	NA	NA	0
YKL004W	Both	4174	NA	0.44	0
YKL005C	TAP	892	NA	0.76	0
YKL006C-A	Both	NA	NA	0.28	0
YKL006W	Both	45332	NA	0.49	0
YKL007W	Both	4381	NA	0.67	0
YKL008C	Both	2836	NA	0.59	0
YKL009W	Both	18167	NA	0.75	0
YKL010C	Both	7376	NA	0.8	0
YKL011C	Both	NA	NA	0.54	0
YKL012W	Both	NA	NA	0.7	0
YKL013C	Both	9018	NA	0.46	0
YKL014C	Both	5887	NA	0.8	0
YKL015W	Both	736	NA	0.79	0
YKL016C	Both	6821	NA	0.71	0
YKL017C	Both	1040	NA	0.79	0
YKL018C-A	Both	358	NA	0.05	0
YKL018W	TAP	704	NA	0.58	0
YKL019W	Both	396	NA	0.42	0
YKL020C	Both	432	NA	0.61	0
YKL021C	Both	3731	NA	0.81	0
YKL022C	Both	2753	6.51E+02	0.73	0
YKL023W	Both	1733	NA	0.6	0
YKL024C	Both	1498	NA	0.54	0
YKL025C	Both	1604	NA	0.62	0
YKL026C	Both	NA	NA	0.43	0
YKL027W	Both	1169	NA	0.74	0
YKL028W	Both	35883	4.11E+03	0.84	0
YKL029C	Both	10457	NA	0.68	0
YKL030W	None	NA	NA	-0.14	1
YKL031W	None	NA	NA	0.2	1
YKL032C	Both	NA	NA	0.37	0
YKL033W	Both	721	NA	0.69	0
YKL033W-A	None	NA	NA	0.32	0
YKL034W	None	NA	NA	0.54	0
YKL035W	Both	17173	NA	0.75	0
YKL036C	None	NA	NA	0.1	1
YKL037W	None	NA	NA	-0.16	1
YKL038W	Both	195	NA	0.64	0
YKL039W	None	NA	NA	0.58	0
YKL040C	Both	11256	NA	0.76	0
YKL041W	Both	1885	NA	0.63	0
YKL042W	GFP	NA	NA	0.54	0
YKL043W	Both	1418	NA	0.52	0
YKL044W	None	NA	NA	0	1
YKL045W	None	NA	NA	0.56	0
YKL046C	Both	2584	NA	0.55	0
YKL047W	Both	2549	NA	0.71	0
YKL048C	Both	149	NA	0.62	0
YKL049C	GFP	NA	NA	0.33	0
YKL050C	None	NA	NA	0.84	0
YKL051W	Both	NA	NA	0.35	0
YKL052C	Both	2836	NA	0.46	0
YKL053C-A	Both	3870	NA	0.44	0
YKL053W	None	NA	NA	-0.26	1
YKL054C	Both	3378	NA	0.52	0
YKL055C	Both	1759	NA	0.63	0
YKL056C	Both	27827	NA	0.71	0
YKL057C	None	NA	NA	0.68	0
YKL058W	Both	3910	NA	0.27	0
YKL059C	Both	1127	NA	0.72	0
YKL060C	Both	1018216	3.58E+05	0.62	0
YKL061W	Both	1240	NA	0.59	0
YKL062W	None	NA	NA	0.63	0
YKL063C	Both	2193	NA	0.7	0
YKL064W	Both	259	NA	0.76	0
YKL065C	Both	7206	NA	0.5	0
YKL066W	None	NA	NA	0.18	1
YKL067W	Both	7133	NA	0.69	0
YKL068W	Both	358	NA	0.37	0
YKL069W	Both	2607	NA	0.62	0
YKL070W	None	NA	NA	0.43	0
YKL071W	GFP	NA	NA	0.54	0
YKL072W	Both	211	NA	0.74	0
YKL073W	Both	137	NA	0.86	0
YKL074C	Both	4174	NA	0.69	0
YKL075C	Both	99	NA	0.76	0
YKL076C	None	NA	NA	0.1	1
YKL077W	Both	606	NA	0.69	0
YKL078W	Both	721	NA	0.73	0
YKL079W	Both	1923	NA	0.67	0
YKL080W	Both	21114	NA	0.77	0
YKL081W	Both	102130	NA	0.7	0
YKL082C	None	NA	NA	0.74	0
YKL083W	None	NA	NA	-0.06	1
YKL084W	None	NA	NA	0.16	1
YKL085W	Both	28104	NA	0.73	0
YKL086W	Both	538	NA	0.04	0
YKL087C	None	NA	NA	0.52	0
YKL088W	Both	2937	NA	0.73	0
YKL089W	Both	465	3.81E+01	0.76	0
YKL090W	None	NA	NA	0.68	0
YKL091C	Both	2870	NA	0.74	0
YKL092C	Both	1226	NA	0.74	0
YKL093W	None	NA	NA	0.49	0
YKL094W	Both	2145	NA	0.57	0
YKL095W	Both	2253	NA	0.62	0
YKL096W	Both	2059	NA	0.58	0
YKL096W-a	TAP	1589837	NA	NA	0
YKL097C	None	NA	NA	-0.17	1
YKL098W	None	NA	NA	0.47	0
YKL099C	None	NA	NA	0.6	0
YKL100C	None	NA	NA	0.68	0
YKL101W	Both	NA	NA	0.76	0
YKL102C	GFP	NA	NA	0.11	0
YKL103C	Both	5728	NA	0.78	0
YKL104C	TAP	14250	3.40E+03	0.79	0
YKL105C	Both	538	NA	0.74	0
YKL106C-A	None	NA	NA	-0.22	1
YKL106W	Both	2915	NA	0.64	0
YKL107W	None	NA	NA	0.63	0
YKL108W	Both	656	NA	0.67	0
YKL109W	None	NA	NA	0.75	0
YKL110C	Both	5259	NA	0.54	0
YKL111C	None	NA	NA	-0.02	1
YKL112W	Both	4818	5.59E+02	0.67	0
YKL113C	Both	6116	NA	0.8	0
YKL114C	Both	7254	NA	0.8	0
YKL115C	None	NA	NA	0.17	1
YKL116C	Both	1512	NA	0.62	0
YKL117W	Both	33725	NA	0.78	0
YKL118W	None	NA	NA	-0.01	1
YKL119C	Both	2035	NA	0.49	0
YKL120W	Both	5347	NA	0.61	0
YKL121W	TAP	504	NA	0.61	0
YKL122C	Both	3400	NA	0.52	0
YKL123W	None	NA	NA	0.07	1
YKL124W	TAP	450	NA	0.78	0
YKL125W	Both	138	2.95E+01	0.74	0
YKL126W	Both	2949	NA	0.78	0
YKL127W	Both	9823	NA	0.75	0
YKL128C	Both	3253	NA	0.57	0
YKL129C	Both	155	NA	0.81	0
YKL130C	Both	4072	NA	0.66	0
YKL131W	None	NA	NA	0.05	1
YKL132C	None	NA	NA	0.54	0
YKL133C	None	NA	NA	0.66	0
YKL134C	Both	2688	NA	0.8	0
YKL135C	Both	2688	NA	0.78	0
YKL136W	None	NA	NA	0.19	1
YKL137W	TAP	259	NA	0.42	0
YKL138C	Both	2120	NA	0.48	0
YKL139W	Both	125	NA	0.57	0
YKL140W	Both	1472	NA	0.74	0
YKL141W	TAP	238	NA	0.47	0
YKL142W	Both	1551	NA	0.78	0
YKL143W	Both	589	NA	0.81	0
YKL144C	TAP	752	NA	0.66	0
YKL145W	Both	105	NA	0.77	0
YKL146W	GFP	NA	NA	0.39	0
YKL147C	None	NA	NA	-0.05	1
YKL148C	TAP	10402	NA	0.67	0
YKL149C	Both	1127	NA	0.61	0
YKL150W	Both	1923	NA	0.69	0
YKL151C	Both	3870	NA	0.59	0
YKL152C	Both	171982	NA	0.68	0
YKL153W	None	NA	NA	0.16	0
YKL154W	Both	8248	NA	0.68	0
YKL155C	Both	1898	NA	0.72	0
YKL156W	Both	43307	NA	0.41	0
YKL157W	Both	2915	NA	0.82	0
YKL159C	TAP	521	NA	0.52	0
YKL160W	Both	5864	NA	0.55	0
YKL161C	None	NA	NA	0.65	0
YKL162C	Both	1098	NA	0.42	0
YKL162C-A	None	NA	NA	0.11	1
YKL163W	None	NA	NA	0.52	0
YKL164C	Both	1170	NA	0.51	0
YKL165C	Both	NA	NA	0.63	0
YKL165C-A	None	NA	NA	-0.03	1
YKL166C	Both	1591	NA	0.69	0
YKL167C	GFP	NA	NA	0.54	0
YKL168C	Both	981	NA	0.67	0
YKL169C	GFP	NA	NA	-0.04	0
YKL170W	Both	2455	NA	0.35	0
YKL171W	None	NA	NA	0.68	0
YKL172W	None	NA	NA	0.81	0
YKL173W	Both	300	NA	0.79	0
YKL174C	None	NA	NA	0.55	0
YKL175W	GFP	NA	NA	0.47	0
YKL176C	Both	NA	NA	0.55	0
YKL177W	None	NA	NA	0.19	1
YKL178C	None	NA	NA	0.53	0
YKL179C	Both	2653	NA	0.74	0
YKL180W	GFP	NA	NA	0.55	0
YKL181W	Both	11677	NA	0.75	0
YKL182W	Both	91808	NA	0.81	0
YKL183W	Both	5932	NA	0.43	0
YKL184W	Both	688	NA	0.77	0
YKL185W	Both	1797	NA	0.36	0
YKL186C	GFP	NA	NA	0.3	0
YKL187C	GFP	NA	NA	0.49	0
YKL188C	None	NA	NA	0.71	0
YKL189W	Both	1281	NA	0.69	0
YKL190W	Both	NA	NA	0.62	0
YKL191W	Both	3486	NA	0.57	0
YKL192C	Both	60512	NA	0.45	0
YKL193C	Both	3867	2.54E+02	0.61	0
YKL194C	Both	1240	NA	0.76	0
YKL195W	Both	5040	NA	0.83	0
YKL196C	None	NA	NA	0.71	0
YKL197C	Both	2096	NA	0.79	0
YKL198C	None	NA	NA	0.2	0
YKL199C	None	NA	NA	0.14	0
YKL201C	None	NA	NA	0.74	0
YKL202W	None	NA	NA	0.04	1
YKL203C	None	NA	NA	0.88	0
YKL204W	Both	3237	NA	0.58	0
YKL205W	Both	3486	NA	0.64	0
YKL206C	Both	2937	NA	0.43	0
YKL207W	None	NA	NA	0.39	0
YKL208W	Both	NA	NA	0.41	0
YKL209C	Both	NA	NA	0.68	0
YKL210W	Both	17716	NA	0.9	0
YKL211C	Both	13406	NA	0.76	0
YKL212W	Both	48040	NA	0.79	0
YKL213C	Both	6797	NA	0.78	0
YKL214C	Both	1309	NA	0.51	0
YKL215C	Both	3182	NA	0.72	0
YKL216W	Both	263886	NA	0.74	0
YKL217W	None	NA	NA	0.71	0
YKL218C	None	NA	NA	0.48	0
YKL219W	None	NA	NA	0.39	0
YKL220C	TAP	NA	NA	0.52	0
YKL221W	None	NA	NA	0.3	0
YKL222C	Both	NA	NA	0.63	0
YKL223W	None	NA	NA	-0.13	1
YKL224C	TAP	NA	NA	0.51	0
YKL225W	None	NA	NA	-0.13	1
YKR001C	Both	5955	NA	0.86	0
YKR002W	Both	17079	3.38E+03	0.85	0
YKR003W	Both	2549	NA	0.72	0
YKR004C	TAP	846	NA	0.4	0
YKR005C	None	NA	NA	0.77	0
YKR006C	Both	1364	NA	0.67	0
YKR007W	Both	2745	NA	0.5	0
YKR008W	Both	8569	9.55E+02	0.84	0
YKR009C	None	NA	NA	0.78	0
YKR010C	Both	339	NA	0.68	0
YKR011C	Both	3149	NA	0.71	0
YKR012C	None	NA	NA	0.11	1
YKR013W	GFP	NA	NA	0.47	0
YKR014C	Both	9385	NA	0.79	0
YKR015C	None	NA	NA	0.69	0
YKR016W	Both	5728	NA	0.73	0
YKR017C	TAP	2253	NA	0.63	0
YKR018C	Both	1772	NA	0.82	0
YKR019C	None	NA	NA	0.54	0
YKR020W	Both	319	NA	0.62	0
YKR021W	Both	414	NA	0.7	0
YKR022C	Both	892	NA	0.69	0
YKR023W	Both	1708	NA	0.79	0
YKR024C	Both	1458	NA	0.82	0
YKR025W	Both	1591	NA	0.75	0
YKR026C	Both	8966	NA	0.66	0
YKR027W	Both	2537	NA	0.69	0
YKR028W	None	NA	NA	0.81	0
YKR029C	Both	623	NA	0.67	0
YKR030W	None	NA	NA	0.25	0
YKR031C	Both	49	NA	0.81	0
YKR032W	None	NA	NA	-0.12	1
YKR033C	None	NA	NA	0.09	1
YKR034W	None	NA	NA	0.46	0
YKR035C	None	NA	NA	0.09	0
YKR035W-A	Both	2444	NA	0.62	0
YKR036C	Both	589	NA	0.72	0
YKR037C	Both	NA	NA	0.7	0
YKR038C	Both	1268	NA	0.55	0
YKR039W	GFP	NA	NA	0.61	0
YKR040C	None	NA	NA	0.14	1
YKR041W	Both	217	NA	0.39	0
YKR042W	Both	56908	NA	0.49	0
YKR043C	Both	11452	NA	0.55	0
YKR044W	Both	319	NA	0.43	0
YKR045C	Both	NA	NA	0.13	0
YKR046C	Both	2157	NA	0.53	0
YKR047W	None	NA	NA	-0.33	1
YKR048C	Both	8071	NA	0.51	0
YKR049C	Both	1240	NA	0.11	0
YKR050W	None	NA	NA	0.5	0
YKR051W	None	NA	NA	0.38	0
YKR052C	Both	1336	NA	0.52	0
YKR053C	None	NA	NA	0.35	0
YKR054C	Both	195	NA	0.84	0
YKR055W	GFP	NA	NA	0.53	0
YKR056W	None	NA	NA	0.81	0
YKR057W	Both	27366	NA	0.59	0
YKR058W	None	NA	NA	0.72	0
YKR059W	Both	106018	NA	0.7	0
YKR060W	Both	3060	NA	0.54	0
YKR061W	None	NA	NA	0.59	0
YKR062W	Both	1148	2.18E+02	0.76	0
YKR063C	Both	647	4.70E+01	0.6	0
YKR064W	Both	149	NA	0.62	0
YKR065C	Both	3005	NA	0.58	0
YKR066C	Both	6725	NA	0.53	0
YKR067W	Both	3105	NA	0.76	0
YKR068C	Both	2373	NA	0.49	0
YKR069W	None	NA	NA	0.7	0
YKR070W	Both	3870	NA	0.69	0
YKR071C	Both	1047	NA	0.8	0
YKR072C	Both	3750	NA	0.72	0
YKR073C	None	NA	NA	-0.01	1
YKR074W	Both	1226	NA	0.61	0
YKR075C	Both	1960	NA	0.43	0
YKR076W	Both	1669	NA	0.64	0
YKR077W	Both	861	NA	0.41	0
YKR078W	Both	1268	NA	0.67	0
YKR079C	Both	2711	NA	0.84	0
YKR080W	Both	16197	NA	0.72	0
YKR081C	Both	32363	NA	0.75	0
YKR082W	Both	3060	NA	0.75	0
YKR083C	Both	279	NA	0.63	0
YKR084C	Both	2751	NA	0.84	0
YKR085C	Both	358	NA	0.37	0
YKR086W	Both	1254	NA	0.84	0
YKR087C	Both	NA	NA	0.58	0
YKR088C	Both	11256	NA	0.64	0
YKR089C	Both	195	NA	0.75	0
YKR090W	Both	1309	NA	0.7	0
YKR091W	None	NA	NA	0.37	0
YKR092C	Both	12938	NA	0.38	0
YKR093W	Both	NA	NA	0.66	0
YKR094C	Both	28196	NA	0.57	0
YKR095W	Both	2711	NA	0.72	0
YKR096W	Both	195	NA	0.71	0
YKR097W	None	NA	NA	0.74	0
YKR098C	TAP	NA	NA	0.68	0
YKR099W	Both	861	NA	0.66	0
YKR100C	Both	NA	NA	0.63	0
YKR101W	None	NA	NA	0.58	0
YKR102W	None	NA	NA	0.34	0
YKR103W	Both	NA	NA	0.61	0
YKR104W	None	NA	NA	0.58	0
YKR105C	None	NA	NA	0.45	0
YKR106W	None	NA	NA	0.43	0
YLL001W	Both	9623	NA	0.85	0
YLL002W	Both	1141	NA	0.58	0
YLL003W	Both	NA	NA	0.59	0
YLL004W	None	NA	NA	0.66	0
YLL005C	None	NA	NA	0.42	0
YLL006W	Both	2491	NA	0.72	0
YLL007C	Both	486	NA	0.63	0
YLL008W	GFP	NA	NA	0.89	0
YLL009C	GFP	NA	NA	0.44	0
YLL010C	Both	5615	NA	0.55	0
YLL011W	Both	6625	1.62E+03	0.78	0
YLL012W	Both	7771	NA	0.66	0
YLL013C	Both	846	NA	0.66	0
YLL014W	Both	NA	NA	0.2	0
YLL015W	Both	NA	NA	0.81	0
YLL016W	None	NA	NA	0.78	0
YLL017W	None	NA	NA	0.19	1
YLL018C	GFP	NA	NA	0.77	0
YLL018C-A	Both	5750	NA	0.39	0
YLL019C	None	NA	NA	0.55	0
YLL020C	None	NA	NA	-0.09	1
YLL021W	TAP	274	NA	0.83	0
YLL022C	Both	4548	NA	0.7	0
YLL023C	Both	1682	NA	0.36	0
YLL024C	Both	364128	NA	0.73	0
YLL025W	None	NA	NA	0.48	0
YLL026W	Both	32808	NA	0.86	0
YLL027W	Both	125	NA	0.4	0
YLL028W	Both	1472	NA	0.52	0
YLL029W	Both	3237	NA	0.75	0
YLL030C	None	NA	NA	0.17	1
YLL031C	Both	300	NA	0.65	0
YLL032C	Both	922	NA	0.73	0
YLL033W	None	NA	NA	0.31	0
YLL034C	Both	4485	NA	0.88	0
YLL035W	None	NA	NA	0.64	0
YLL036C	Both	11688	1.43E+03	0.69	0
YLL037W	None	NA	NA	0.06	1
YLL038C	Both	1960	NA	0.24	0
YLL039C	GFP	NA	NA	0.63	0
YLL040C	Both	125	NA	0.94	0
YLL041C	Both	9543	NA	0.56	0
YLL042C	None	NA	NA	0.4	0
YLL043W	Both	907	NA	0.71	0
YLL044W	None	NA	NA	0.1	1
YLL045C	Both	80189	NA	0.58	0
YLL046C	None	NA	NA	0.61	0
YLL047W	None	NA	NA	0.09	1
YLL048C	Both	3005	NA	0.85	0
YLL049W	None	NA	NA	0.48	0
YLL050C	TAP	19607	NA	0.72	0
YLL051C	Both	NA	NA	0.33	0
YLL052C	Both	NA	NA	0.31	0
YLL053C	None	NA	NA	0.48	0
YLL054C	Both	339	NA	0.67	0
YLL055W	GFP	NA	NA	0.62	0
YLL056C	None	NA	NA	0.68	0
YLL057C	None	NA	NA	0.67	0
YLL058W	TAP	2072	NA	0.58	0
YLL059C	None	NA	NA	0.03	1
YLL060C	Both	NA	NA	0.4	0
YLL061W	Both	NA	NA	0.43	0
YLL062C	Both	606	NA	0.64	0
YLL063C	None	NA	NA	0.57	0
YLL064C	None	NA	NA	0.48	0
YLL065W	None	NA	NA	-0.07	1
YLL066C	None	NA	NA	0.46	0
YLL067C	None	NA	NA	0.44	0
YLR001C	Both	206	NA	0.66	0
YLR002C	Both	11747	NA	0.82	0
YLR003C	Both	1198	NA	0.7	0
YLR004C	None	NA	NA	0.6	0
YLR005W	Both	2337	NA	0.7	0
YLR006C	Both	1198	NA	0.72	0
YLR007W	None	NA	NA	0.47	0
YLR008C	None	NA	NA	0.62	0
YLR009W	None	NA	NA	0.66	0
YLR010C	None	NA	NA	0.45	0
YLR011W	Both	1268	NA	0.37	0
YLR012C	None	NA	NA	0.52	0
YLR013W	None	NA	NA	0.36	0
YLR014C	None	NA	NA	0.72	0
YLR015W	Both	1309	NA	0.75	0
YLR016C	Both	1472	NA	0.51	0
YLR017W	Both	4824	NA	0.67	0
YLR018C	GFP	NA	NA	0.2	0
YLR019W	None	NA	NA	0.71	0
YLR020C	Both	1630	NA	0.66	0
YLR021W	TAP	1822	NA	0.6	0
YLR022C	Both	5062	NA	0.54	0
YLR023C	GFP	NA	NA	0.52	0
YLR024C	Both	49	NA	0.72	0
YLR025W	Both	3270	NA	0.68	0
YLR026C	TAP	300	NA	0.58	0
YLR027C	TAP	7696	NA	0.59	0
YLR028C	Both	7696	NA	0.77	0
YLR029C	None	NA	NA	0.49	0
YLR030W	None	NA	NA	0.62	0
YLR031W	None	NA	NA	0.52	0
YLR032W	Both	1525	NA	0.84	0
YLR033W	Both	4464	NA	0.79	0
YLR034C	Both	NA	NA	0.52	0
YLR035C	Both	72	NA	0.8	0
YLR035C-A	Both	217	NA	0.68	0
YLR036C	Both	967	NA	0.32	0
YLR037C	None	NA	NA	0.44	0
YLR038C	Both	1391	NA	0.55	0
YLR039C	Both	79	NA	0.71	0
YLR040C	None	NA	NA	0.37	0
YLR041W	None	NA	NA	0.29	0
YLR042C	GFP	NA	NA	0.32	0
YLR043C	Both	8579	NA	0.66	0
YLR044C	Both	8966	NA	0.6	0
YLR045C	Both	1656	NA	0.76	0
YLR046C	None	NA	NA	0.18	0
YLR047C	None	NA	NA	0.44	0
YLR048W	Both	60865	NA	0.66	0
YLR049C	TAP	339	NA	0.54	0
YLR050C	Both	358	NA	0.15	0
YLR051C	GFP	NA	NA	0.67	0
YLR052W	Both	2277	NA	0.68	0
YLR053C	None	NA	NA	0.39	0
YLR054C	None	NA	NA	0.69	0
YLR055C	Both	8425	NA	0.63	0
YLR056W	Both	36200	NA	0.47	0
YLR057W	TAP	72	NA	0.73	0
YLR058C	Both	67559	NA	0.69	0
YLR059C	Both	1727	NA	0.33	0
YLR060W	Both	5443	1.19E+03	0.8	0
YLR061W	Both	60395	NA	0.6	0
YLR062C	None	NA	NA	0.23	1
YLR063W	Both	NA	NA	0.56	0
YLR064W	Both	2241	NA	0.09	0
YLR065C	GFP	NA	NA	0.36	0
YLR066W	Both	6844	NA	0.5	0
YLR067C	Both	1155	NA	0.67	0
YLR068W	Both	1458	NA	0.57	0
YLR069C	Both	6348	NA	0.81	0
YLR070C	None	NA	NA	0.52	0
YLR071C	Both	319	NA	0.69	0
YLR072W	Both	672	NA	0.62	0
YLR073C	Both	377	NA	0.26	0
YLR074C	Both	5626	NA	0.49	0
YLR075W	GFP	NA	NA	0.6	0
YLR076C	None	NA	NA	0.27	0
YLR077W	TAP	NA	NA	0.65	0
YLR078C	None	NA	NA	0.72	0
YLR079W	Both	768	NA	0.56	0
YLR080W	GFP	NA	NA	0.59	0
YLR081W	None	NA	NA	0.57	0
YLR082C	Both	538	NA	0.7	0
YLR083C	Both	NA	NA	0.62	0
YLR084C	Both	3671	NA	0.62	0
YLR085C	Both	238	NA	0.61	0
YLR086W	Both	573	NA	0.83	0
YLR087C	None	NA	NA	0.82	0
YLR088W	Both	NA	NA	0.6	0
YLR089C	TAP	9956	NA	0.79	0
YLR090W	Both	1212	NA	0.63	0
YLR091W	Both	NA	NA	0.11	0
YLR092W	None	NA	NA	0.75	0
YLR093C	Both	1885	NA	0.4	0
YLR094C	Both	1055	NA	0.47	0
YLR095C	Both	7524	NA	0.67	0
YLR096W	GFP	NA	NA	0.71	0
YLR097C	TAP	NA	NA	0.68	0
YLR098C	Both	396	NA	0.77	0
YLR099C	None	NA	NA	0.35	0
YLR099W-A	TAP	NA	NA	0.25	0
YLR100W	Both	NA	NA	0.58	0
YLR101C	None	NA	NA	-0.02	1
YLR102C	Both	NA	NA	0.38	0
YLR103C	Both	1726	4.49E+02	0.67	0
YLR104W	TAP	1985	NA	0.27	0
YLR105C	Both	319	5.35E+01	0.59	0
YLR106C	Both	538	NA	0.92	0
YLR107W	Both	NA	NA	0.63	0
YLR108C	Both	189	NA	0.66	0
YLR109W	Both	16228	NA	0.6	0
YLR110C	Both	158049	NA	0.36	0
YLR111W	None	NA	NA	-0.08	1
YLR112W	None	NA	NA	-0.08	1
YLR113W	Both	6785	NA	0.69	0
YLR114C	Both	7499	NA	0.79	0
YLR115W	Both	3065	2.39E+02	0.81	0
YLR116W	Both	4376	2.03E+02	0.41	0
YLR117C	Both	2136	2.04E+02	0.69	0
YLR118C	Both	1485	NA	0.59	0
YLR119W	TAP	NA	NA	0.65	0
YLR120C	Both	5436	NA	0.51	0
YLR121C	Both	NA	NA	0.39	0
YLR122C	None	NA	NA	-0.06	1
YLR123C	None	NA	NA	-0.25	1
YLR124W	None	NA	NA	-0.04	1
YLR125W	None	NA	NA	0.71	0
YLR126C	Both	1512	NA	0.61	0
YLR127C	Both	432	NA	0.67	0
YLR128W	None	NA	NA	0.43	0
YLR129W	Both	9623	NA	0.83	0
YLR130C	Both	NA	NA	0.52	0
YLR131C	Both	538	NA	0.61	0
YLR132C	Both	486	NA	0.39	0
YLR133W	Both	3930	NA	0.76	0
YLR134W	Both	471316	NA	0.66	0
YLR135W	Both	274	NA	0.74	0
YLR136C	GFP	NA	NA	0.53	0
YLR137W	TAP	468	NA	0.42	0
YLR138W	Both	1485	NA	0.77	0
YLR139C	Both	3433	NA	0.39	0
YLR140W	None	NA	NA	0.15	1
YLR141W	Both	NA	NA	0.19	0
YLR142W	Both	184	NA	0.67	0
YLR143W	Both	2265	NA	0.78	0
YLR144C	Both	1418	NA	0.67	0
YLR145W	Both	556	NA	0.37	0
YLR146C	Both	3870	NA	0.72	0
YLR147C	None	NA	NA	0.25	0
YLR148W	Both	2022	NA	0.63	0
YLR149C	Both	NA	NA	0.61	0
YLR149C-A	None	NA	NA	0.08	1
YLR150W	Both	46842	NA	0.62	0
YLR151C	TAP	238	NA	0.54	0
YLR152C	None	NA	NA	0.57	0
YLR153C	Both	224830	NA	0.69	0
YLR154C	Both	556	NA	0.41	0
YLR155C	None	NA	NA	0.61	0
YLR156W	None	NA	NA	-0.04	1
YLR157C	None	NA	NA	0.61	0
YLR158C	None	NA	NA	0.61	0
YLR159W	None	NA	NA	-0.04	1
YLR160C	None	NA	NA	0.61	0
YLR161W	None	NA	NA	-0.04	1
YLR162W	None	NA	NA	-0.08	1
YLR163C	Both	1355	1.08E+02	0.8	0
YLR164W	None	NA	NA	0.33	0
YLR165C	TAP	NA	NA	0.48	0
YLR166C	Both	2343	NA	0.71	0
YLR167W	None	NA	NA	0.51	0
YLR168C	Both	2915	NA	0.64	0
YLR169W	None	NA	NA	-0.16	1
YLR170C	TAP	6372	NA	0.38	0
YLR171W	None	NA	NA	0.02	1
YLR172C	Both	13480	NA	0.73	0
YLR173W	None	NA	NA	0.45	0
YLR174W	TAP	2618	NA	0.77	0
YLR175W	Both	33649	2.87E+03	0.79	0
YLR176C	Both	377	NA	0.46	0
YLR177W	Both	1551	NA	0.48	0
YLR178C	Both	1026	NA	0.47	0
YLR179C	Both	6232	NA	0.51	0
YLR180W	Both	103237	NA	0.62	0
YLR181C	Both	4401	NA	0.68	0
